Timestamp,Category,Severity,Details
"2026-05-10 08:28:03","File Created","LOW","_dists.py in Desktop"
"2026-05-10 08:28:03","File Created","LOW","_compat.py in Desktop"
"2026-05-10 08:28:03","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:03","File Created","LOW","wheel.cpython-314.pyc in Desktop"
"2026-05-10 08:28:03","File Created","LOW","target_python.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","selection_prefs.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","search_scope.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","scheme.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","pylock.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","link.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","installation_report.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","index.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","format_control.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","direct_url.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","candidate.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","xmlrpc.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","utils.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","session.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","lazy_wheel.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","download.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","cache.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","auth.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","wheel_editable.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","wheel.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","metadata_editable.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","metadata.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","build_tracker.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","wheel.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","prepare.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","freeze.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","check.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","wheel.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","wheel_editable.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","wheel.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","metadata_editable.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","metadata.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","build_tracker.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","req_uninstall.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","req_set.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","req_install.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","req_file.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","req_dependency_group.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","constructors.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","resolver.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","resolver.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","requirements.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","reporter.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","provider.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","found_candidates.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","factory.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","candidates.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","base.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","base.cpython-314.pyc in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","resolver.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","requirements.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","reporter.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","provider.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","found_candidates.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","factory.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","candidates.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","base.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","resolver.py in Desktop"
"2026-05-10 08:28:02","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","_log.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","_jaraco_text.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","wheel.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","virtualenv.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","urls.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","unpacking.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","temp_dir.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","subprocess.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","retry.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","packaging.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","misc.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","logging.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","hashes.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","glibc.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","filetypes.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","filesystem.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","entrypoints.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","egg_link.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","direct_url_helpers.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","deprecation.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","datetime.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","compatibility_tags.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","compat.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","appdirs.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","versioncontrol.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","subversion.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","mercurial.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","git.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","bazaar.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","wheel_builder.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","self_outdated_check.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","pyproject.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","main.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","exceptions.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","configuration.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","cache.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","build_env.cpython-314.pyc in Desktop"
"2026-05-10 08:28:01","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","versioncontrol.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","subversion.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","mercurial.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","git.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","bazaar.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","_log.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","_jaraco_text.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","wheel.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","virtualenv.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","urls.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","unpacking.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","temp_dir.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","subprocess.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","retry.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","packaging.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","misc.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","logging.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","hashes.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","glibc.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","filetypes.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","filesystem.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","entrypoints.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","egg_link.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","direct_url_helpers.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","deprecation.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","datetime.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","compatibility_tags.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","compat.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","appdirs.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","base.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","req_uninstall.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","req_set.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","req_install.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","req_file.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","req_dependency_group.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","constructors.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:01","File Created","LOW","prepare.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","freeze.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","check.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","xmlrpc.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","utils.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","session.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","lazy_wheel.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","download.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","cache.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","auth.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","wheel.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","target_python.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","selection_prefs.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","search_scope.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","scheme.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","pylock.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","link.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","installation_report.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","index.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","format_control.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","direct_url.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","candidate.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","_json.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","pkg_resources.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","base.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","_sysconfig.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","_distutils.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","base.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","sources.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","package_finder.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","collector.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","wheel.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","sdist.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","installed.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","base.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","wheel.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","uninstall.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","show.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","search.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","lock.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","list.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","install.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","inspect.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","index.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","help.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","hash.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","freeze.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","download.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","debug.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","configuration.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","completion.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","check.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","cache.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","status_codes.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","spinners.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","req_command.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","progress_bars.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","parser.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","main_parser.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","main.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","index_command.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","command_context.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","cmdoptions.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","base_command.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","autocompletion.py in Desktop"
"2026-05-10 08:28:00","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","redis_cache.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","file_cache.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_cmd.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","wrapper.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","serialize.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","heuristics.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","filewrapper.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","controller.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","cache.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","adapter.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:59","File Created","LOW","redis_cache.py in Desktop"
"2026-05-10 08:27:59","File Created","LOW","file_cache.py in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__main__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","core.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__main__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_toml_compat.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_pip_wrapper.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_lint_dependency_groups.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_implementation.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","util.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","scripts.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","resources.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","compat.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__main__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","distro.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","uts46data.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","package_data.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","intranges.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","idnadata.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","core.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","compat.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","codec.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","fallback.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","ext.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","exceptions.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_spdx.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_tokenizer.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_structures.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_parser.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_musllinux.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_manylinux.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_elffile.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","version.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","utils.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","tags.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","specifiers.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","requirements.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","metadata.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","markers.cpython-314.pyc in Desktop"
